Rk,Player,Age,Team,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,-9999
181,Kenny Pickett,26,PHI,QB,5,1,9,15,1,3,33.3,8,1.7,3.0,1.8,1,,PickKe00
182,Desmond Ridder,25,LVR,QB,6,1,9,36,0,2,44.4,11,4.0,6.0,1.5,3,,RiddDe00
183,Tre Tucker,23,LVR,WR,17,14,9,44,1,3,66.7,11,4.9,2.6,0.5,0,,TuckTr00
184,Dalvin Cook,29,DAL,RB,2,0,8,20,0,0,37.5,4,2.5,10.0,4.0,0,,CookDa01
185,Tommy DeVito,26,NYG,QB,3,2,8,32,0,1,25.0,17,4.0,10.7,2.7,0,,DeViTo00
186,Tyreek Hill,30,MIA,WR,17,17,8,53,0,2,62.5,16,6.6,3.1,0.5,0,,HillTy00
187,Bo Melton,25,GNB,WR,17,0,8,54,0,4,62.5,16,6.8,3.2,0.5,0,,MeltBo00
188,Calvin Ridley,30,TEN,WR,17,14,8,55,1,3,75.0,19,6.9,3.2,0.5,1,,RidlCa00
189,Sterling Shepard,31,TAM,WR,14,5,8,69,0,4,62.5,24,8.6,4.9,0.6,0,,ShepSt00
190,Michael Burton,32,DEN,FB,17,2,7,8,1,3,57.1,3,1.1,0.5,0.4,0,,BurtMi00
191,Michael Penix,24,ATL,QB,5,3,7,11,1,1,14.3,5,1.6,2.2,1.4,2,,PeniMi00
192,Clayton Tune,25,ARI,QB,6,0,7,-4,0,2,28.6,2,-0.6,-0.7,1.2,1,,TuneCl00
193,Tyson Bagent,24,CHI,QB,4,0,6,-7,0,0,0.0,,-1.2,-1.8,1.5,0,,BageTy00
194,Travis Homer,26,CHI,RB,10,0,6,23,0,2,66.7,6,3.8,2.3,0.6,0,,HomeTr00
195,Jermar Jefferson,24,DET,RB,2,0,6,22,0,1,83.3,8,3.7,11.0,3.0,0,,JeffJe00
196,Xavier Legette,23,CAR,WR,16,13,6,24,0,2,50.0,8,4.0,1.5,0.4,0,,LegeXa00
197,MarShawn Lloyd,23,GNB,RB,1,0,6,15,0,0,16.7,5,2.5,15.0,6.0,0,,LloyMa00
198,Rashid Shaheed,26,NOR,WR,6,5,6,29,0,2,50.0,13,4.8,4.8,1.0,1,,ShahRa00
199,Aaron Shampklin,25,PIT,RB,3,0,6,17,0,1,16.7,5,2.8,5.7,2.0,0,,ShamAa00
200,Brian Thomas,22,JAX,WR,17,16,6,48,0,3,66.7,18,8.0,2.8,0.4,0,PBAP ORoY-4,ThomBr06
201,Sione Vaki,23,DET,RB,16,0,6,14,0,0,33.3,7,2.3,0.9,0.4,0,,VakiSi00
202,Brock Bowers,22,LVR,TE,17,16,5,13,0,2,60.0,12,2.6,0.8,0.3,0,PBAP-1AP ORoY-2,BoweBr01
203,Chris Collier,24,LVR,RB,3,0,5,12,0,0,20.0,4,2.4,4.0,1.7,0,,CollCh01
204,Greg Dortch,26,ARI,WR,17,4,5,31,0,1,100.0,8,6.2,1.8,0.3,3,,DortGr01
205,Ashton Dulin,27,IND,WR,15,2,5,45,0,2,100.0,12,9.0,3.0,0.3,0,,DuliAs00
206,Mecole Hardman,26,KAN,WR,12,0,5,62,1,2,100.0,20,12.4,5.2,0.4,0,,HardMe00
207,Hendon Hooker,26,DET,QB,3,0,5,2,0,1,20.0,3,0.4,0.7,1.7,0,,HookHe00
208,Kyle Juszczyk,33,SFO,FB,17,15,5,26,1,1,20.0,14,5.2,1.5,0.3,1,PBAP-2,JuszKy00
209,Jacob Kibodi,26,CLE,RB,1,0,5,24,0,1,20.0,17,4.8,24.0,5.0,0,,KiboJa00
210,Tanner McKee,24,PHI,QB,2,1,5,-1,0,1,20.0,2,-0.2,-0.5,2.5,0,,McKeTa01
211,Malik Nabers,21,NYG,WR,15,13,5,2,0,1,40.0,4,0.4,0.1,0.3,1,PBAP ORoY-5,NabeMa00
212,Curtis Samuel,28,BUF,WR,14,2,5,14,0,0,40.0,7,2.8,1.0,0.4,0,,SamuCu00
213,Jaxon Smith-Njigba,22,SEA,WR,17,16,5,26,0,1,60.0,8,5.2,1.5,0.3,1,PB,SmitJa06
214,Kyle Trask,26,TAM,QB,4,0,5,-4,0,0,0.0,,-0.8,-1.0,1.3,0,,TrasKy00
215,DJ Turner,27,LVR,WR,12,6,5,33,1,1,60.0,18,6.6,2.8,0.4,1,,TurnDJ00
216,Jonathan Ward,27,PIT,RB,4,0,5,22,0,1,60.0,7,4.4,5.5,1.3,0,,WardJo00
217,Malik Washington,23,MIA,WR,14,3,5,25,1,1,60.0,18,5.0,1.8,0.4,1,,WashMa00
218,Mark Andrews,29,BAL,TE,17,13,4,5,0,3,75.0,2,1.3,0.3,0.2,0,AP CPoY-19,AndrMa00
219,Devin Duvernay,27,JAX,WR,13,1,4,3,0,1,50.0,4,0.8,0.2,0.3,1,,DuveDe00
220,Josh Johnson,38,BAL,QB,6,0,4,1,0,0,0.0,2,0.3,0.2,0.7,0,,JohnJo05
221,Tony Jones,27,ARI,RB,1,0,4,55,1,1,50.0,46,13.8,55.0,4.0,0,,JoneTo04
222,Jalen McMillan,23,TAM,WR,13,12,4,43,0,3,100.0,17,10.8,3.3,0.3,0,,McMiJa01
223,Adonai Mitchell,22,IND,WR,17,7,4,6,0,1,50.0,10,1.5,0.4,0.2,2,,MitcAd00
224,Xavier Smith,27,LAR,WR,15,0,4,36,0,1,75.0,24,9.0,2.4,0.3,0,,SmitXa00
225,Jarrett Stidham,28,DEN,QB,3,0,4,5,0,1,25.0,8,1.3,1.7,1.3,0,,StidJa00
226,Jaylen Waddle,26,MIA,WR,15,15,4,12,0,1,75.0,6,3.0,0.8,0.3,0,,WaddJa00
227,Blake Watson,25,DEN,RB,2,0,4,10,0,2,75.0,7,2.5,5.0,2.0,0,,WatsBl00
228,Christian Watson,25,GNB,WR,15,15,4,23,0,1,75.0,14,5.8,1.5,0.3,1,,WatsCh00
229,Jordan Addison,22,MIN,WR,15,15,3,20,1,1,100.0,9,6.7,1.3,0.2,0,,AddiJo00
230,Brandon Allen,32,SFO,QB,3,1,3,4,0,0,0.0,6,1.3,1.3,1.0,2,,AlleBr00
231,Dyami Brown,25,WAS,WR,16,3,3,26,0,1,100.0,14,8.7,1.6,0.2,1,,BrowDy00
232,Ja'Marr Chase,24,CIN,WR,17,16,3,32,0,2,100.0,14,10.7,1.9,0.2,0,PBAP-1AP MVP-8AP OPoY-3,ChasJa00
233,Brandin Cooks,31,DAL,WR,10,9,3,-3,0,0,33.3,5,-1.0,-0.3,0.3,0,,CookBr00
234,Tyrion Davis-Price,24,PHI,RB,1,0,3,7,0,0,0.0,5,2.3,7.0,3.0,0,,DaviTy03
235,Stefon Diggs,31,HOU,WR,8,8,3,8,1,1,66.7,6,2.7,1.0,0.4,0,,DiggSt00
236,Demario Douglas,24,NWE,WR,17,7,3,16,0,0,66.7,9,5.3,0.9,0.2,1,,DougDe00
237,Darrynton Evans,26,CHI,RB,5,0,3,3,0,0,33.3,4,1.0,0.6,0.6,0,,EvanDa02
238,Myles Gaskin,27,MIN,RB,5,0,3,-1,0,0,0.0,2,-0.3,-0.2,0.6,0,,GaskMy00
239,Reggie Gilliam,27,BUF,FB,15,0,3,7,0,1,33.3,4,2.3,0.5,0.2,0,,GillRe00
240,George Holani,25,SEA,RB,5,0,3,10,0,1,66.7,8,3.3,2.0,0.6,0,,HolaGe00
241,Quentin Johnston,23,LAC,WR,15,11,3,6,0,0,33.3,4,2.0,0.4,0.2,0,,JohnQu02
242,Tucker Kraft,24,GNB,TE,17,17,3,6,0,3,100.0,2,2.0,0.4,0.2,1,,KrafTu00
243,Davis Mills,26,HOU,QB,4,0,3,11,0,1,66.7,9,3.7,2.8,0.8,0,,MillDa02
244,Nick Mullens,29,MIN,QB,4,0,3,-2,0,0,0.0,,-0.7,-0.5,0.8,0,,MullNi00
245,Jalen Nailor,25,MIN,WR,17,7,3,-4,0,1,33.3,3,-1.3,-0.2,0.2,1,,NailJa00
246,Rome Odunze,22,CHI,WR,17,12,3,15,0,1,66.7,8,5.0,0.9,0.2,2,,OdunRo00
247,Ricky Pearsall,24,SFO,WR,11,4,3,45,0,1,66.7,39,15.0,4.1,0.3,0,,PearRi00
248,Jalen Reagor,25,LAC,WR,8,2,3,-3,0,0,0.0,1,-1.0,-0.4,0.4,1,,ReagJa00
249,Wan'Dale Robinson,23,NYG,WR,17,7,3,18,0,1,33.3,14,6.0,1.1,0.2,0,,RobiWa01
250,Tyrod Taylor,35,NYJ,QB,2,0,3,13,0,0,66.7,7,4.3,6.5,1.5,1,,TaylTy00
251,Carson Wentz,32,KAN,QB,3,1,3,0,0,0,0.0,,0.0,0.0,1.0,0,,WentCa00
252,Tim Boyle,30,2TM,QB,3,0,3,9,0,1,66.7,6,3.0,3.0,1.0,0,,BoylTi00
252,Tim Boyle,30,MIA,QB,2,0,2,10,0,1,100.0,6,5.0,5.0,1.0,0,,BoylTi00
252,Tim Boyle,30,NYG,QB,1,0,1,-1,0,0,0.0,-1,-1.0,-1.0,1.0,0,,BoylTi00
253,Velus Jones Jr.,27,2TM,WR,3,0,3,11,0,1,66.7,6,3.7,3.7,1.0,1,,JoneVe00
253,Velus Jones Jr.,27,CHI,WR,1,0,2,11,0,1,100.0,6,5.5,11.0,2.0,1,,JoneVe00
253,Velus Jones Jr.,27,CAR,WR,2,0,1,0,0,0,0.0,,0.0,0.0,0.5,0,,JoneVe00
254,Tutu Atwell,25,LAR,WR,17,5,2,7,0,0,50.0,7,3.5,0.4,0.1,0,,AtweTu00
255,Jake Browning,28,CIN,QB,3,0,2,-2,0,0,0.0,,-1.0,-0.7,0.7,0,,BrowJa08
256,Treylon Burks,24,TEN,WR,5,2,2,1,0,0,50.0,6,0.5,0.2,0.4,0,,BurkTr00
257,Malachi Corley,22,NYJ,WR,9,1,2,26,0,1,100.0,18,13.0,2.9,0.2,1,,CorlMa00
258,Troy Franklin,21,DEN,WR,16,6,2,8,0,0,50.0,5,4.0,0.5,0.1,0,,FranTr00
259,Jimmy Garoppolo,33,LAR,QB,1,1,2,5,0,0,50.0,5,2.5,5.0,2.0,0,,GaroJi00
260,C.J. Ham,31,MIN,FB,17,3,2,10,1,1,100.0,8,5.0,0.6,0.1,1,,HamxC.00
261,Taylor Heinicke,31,LAC,QB,4,0,2,20,0,1,50.0,12,10.0,5.0,0.5,0,,HeinTa00
262,Diontae Johnson,28,3TM,WR,12,8,2,6,0,1,50.0,4,3.0,0.5,0.2,0,,JohnDi01
262,Diontae Johnson,28,CAR,WR,7,7,2,6,0,1,50.0,4,3.0,0.9,0.3,0,,JohnDi01
262,Diontae Johnson,28,BAL,WR,4,1,0,0,0,0,,,,0.0,0.0,0,,JohnDi01
262,Diontae Johnson,28,HOU,WR,1,0,0,0,0,0,,,,0.0,0.0,0,,JohnDi01
263,Kameron Johnson,22,TAM,WR,5,0,2,11,0,1,50.0,11,5.5,2.2,0.4,0,,JohnKa01
264,Cooper Kupp,31,LAR,WR,12,11,2,10,0,1,50.0,9,5.0,0.8,0.2,1,,KuppCo00
265,Tyreik McAllister,26,LVR,WR,3,0,2,11,0,1,50.0,10,5.5,3.7,0.7,0,,McAlTy00
266,Terry McLaurin,29,WAS,WR,17,17,2,2,0,0,0.0,2,1.0,0.1,0.1,1,PBAP-2,McLaTe00
267,Jakobi Meyers,28,LVR,WR,15,15,2,23,0,1,50.0,20,11.5,1.5,0.1,0,,MeyeJa01
268,Jonathan Mingo,23,2TM,WR,17,6,2,5,0,0,0.0,3,2.5,0.3,0.1,1,,MingJo00
268,Jonathan Mingo,23,CAR,WR,9,5,2,5,0,0,0.0,3,2.5,0.6,0.2,1,,MingJo00
268,Jonathan Mingo,23,DAL,WR,8,1,0,0,0,0,,,,0.0,0.0,0,,MingJo00
269,George Pickens,23,PIT,WR,14,12,2,-6,0,0,50.0,4,-3.0,-0.4,0.1,1,,PickGe00
270,Kalif Raymond,30,DET,WR,12,2,2,0,0,1,50.0,,0.0,0.0,0.2,0,AP-2,RaymKa00
271,Khalil Shakir,24,BUF,WR,15,9,2,4,0,0,0.0,2,2.0,0.3,0.1,1,,ShakKh00
272,Darius Slayton,27,NYG,WR,16,13,2,17,0,1,100.0,11,8.5,1.1,0.1,1,,SlayDa01
273,Ainias Smith,23,PHI,WR,7,1,2,6,0,1,50.0,4,3.0,0.9,0.3,0,,SmitAi00
274,Jonnu Smith,29,MIA,TE,17,6,2,-1,0,0,0.0,,-0.5,-0.1,0.1,2,PB,SmitJo01
275,Amon-Ra St. Brown,25,DET,WR,17,17,2,6,0,1,50.0,10,3.0,0.4,0.1,1,PBAP-1AP OPoY-11,StxxAm00
276,Deven Thompkins,25,CAR,WR,7,0,2,7,0,0,50.0,9,3.5,1.0,0.3,0,,ThomDe07
277,Kadarius Toney,25,CLE,WR,3,0,2,-4,0,0,0.0,3,-2.0,-1.3,0.7,1,,ToneKa00
278,Ke'Shawn Vaughn,27,SFO,RB,3,0,2,4,0,0,0.0,3,2.0,1.3,0.7,0,,VaugKe00
279,Jordan Whittington,24,LAR,WR,15,3,2,12,0,2,100.0,7,6.0,0.8,0.1,0,,WhitJo04
280,Garrett Wilson,24,NYJ,WR,17,17,2,5,0,1,50.0,5,2.5,0.3,0.1,2,,WilsGa00
281,Bailey Zappe,25,CLE,QB,1,1,2,2,0,0,0.0,3,1.0,2.0,2.0,0,,ZappBa00
282,Kevin Austin,24,NOR,WR,8,2,1,9,0,0,100.0,9,9.0,1.1,0.1,1,,AustKe00
283,Jake Bailey,27,MIA,P,17,0,1,0,0,0,0.0,,0.0,0.0,0.1,1,,BailJa00
284,Dane Belton,24,NYG,S,17,6,1,10,0,1,100.0,10,10.0,0.6,0.1,0,,BeltDa00
285,Kendrick Bourne,29,NWE,WR,12,9,1,6,0,1,100.0,6,6.0,0.5,0.1,0,,BourKe00
286,Tyler Boyd,30,TEN,WR,16,8,1,3,0,1,100.0,3,3.0,0.2,0.1,0,,BoydTy00
287,British Brooks,25,HOU,RB,5,0,1,2,0,0,0.0,2,2.0,0.4,0.2,0,,BrooBr01
288,Keon Coleman,21,BUF,WR,13,12,1,9,0,0,100.0,9,9.0,0.7,0.1,0,,ColeKe02
289,Tyler Conklin,29,NYJ,TE,16,15,1,0,0,0,0.0,,0.0,0.0,0.1,0,,ConkTy00
290,Jacob Cowing,23,SFO,WR,15,0,1,7,0,0,100.0,7,7.0,0.5,0.1,2,,CowiJa00
291,Ashtyn Davis,28,NYJ,S,15,1,1,21,0,1,100.0,21,21.0,1.4,0.1,0,,DaviAs00
292,Jahan Dotson,24,PHI,WR,17,6,1,13,0,1,100.0,13,13.0,0.8,0.1,0,,DotsJa00
293,Josh Downs,23,IND,WR,14,8,1,12,0,0,0.0,13,12.0,0.9,0.1,0,,DownJo00
294,Xavier Gipson,23,NYJ,WR,17,0,1,5,0,1,100.0,5,5.0,0.3,0.1,4,,GipsXa00
295,Chris Godwin,28,TAM,WR,7,7,1,2,0,1,100.0,2,2.0,0.3,0.1,1,,GodwCh00
296,Noah Gray,25,KAN,TE,17,10,1,-4,0,0,0.0,-4,-4.0,-0.2,0.1,0,,GrayNo00
297,Matthew Hayball,27,NOR,P,17,0,1,11,0,1,100.0,11,11.0,0.6,0.1,0,,HaybMa00
298,Jaden Hicks,22,KAN,DB,17,1,1,1,0,0,0.0,1,1.0,0.1,0.1,0,,HickJa01
299,Sam Howell,24,SEA,QB,2,0,1,2,0,0,0.0,2,2.0,1.0,0.5,0,,HoweSa00
300,Tanner Hudson,30,CIN,TE,11,0,1,1,0,1,100.0,1,1.0,0.1,0.1,1,,HudsTa00
301,Jermaine Jackson,24,NOR,WR,4,0,1,-1,0,0,0.0,,-1.0,-0.3,0.3,0,,JackJe01
302,Jha'Quan Jackson,24,TEN,WR,12,0,1,-5,0,0,0.0,,-5.0,-0.4,0.1,5,,JackJh00
303,Justin Jefferson,25,MIN,WR,17,17,1,3,0,0,0.0,3,3.0,0.2,0.1,1,PBAP-1AP OPoY-7,JeffJu00
304,Marcus Jones,26,NWE,CB,14,9,1,5,0,0,100.0,5,5.0,0.4,0.1,2,,JoneMa06
305,Travis Kelce,35,KAN,TE,16,16,1,1,0,0,100.0,1,1.0,0.1,0.1,2,PB,KelcTr00
306,Joshua Kelley,27,TEN,RB,3,0,1,2,0,0,0.0,2,2.0,0.7,0.3,0,,KellJo01
307,Charlie Kolar,25,BAL,TE,13,3,1,2,0,1,100.0,2,2.0,0.2,0.1,0,,KolaCh00
308,Dylan Laube,25,LVR,RB,10,0,1,0,0,0,0.0,,0.0,0.0,0.1,1,,LaubDy00
309,Drake London,23,ATL,WR,17,17,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,0,,LondDr00
310,Julian Love,26,SEA,FS,17,17,1,2,0,1,100.0,2,2.0,0.1,0.1,0,,LoveJu00
311,Trey McBride,25,ARI,TE,16,16,1,2,1,1,100.0,2,2.0,0.1,0.1,0,PB,McBrTr01
312,David Moore,29,CAR,WR,17,5,1,0,0,0,0.0,,0.0,0.0,0.1,0,,MoorDa03
313,Elijah Moore,24,CLE,WR,17,13,1,1,0,0,0.0,1,1.0,0.1,0.1,0,,MoorEl00
314,Chigoziem Okonkwo,25,TEN,TE,17,11,1,17,0,1,100.0,17,17.0,1.0,0.1,2,,OkonCh00
315,Chris Oladokun,27,KAN,QB,1,0,1,5,0,0,0.0,5,5.0,5.0,1.0,1,,OladCh00
316,Chris Olave,24,NOR,WR,8,8,1,7,0,1,100.0,7,7.0,0.9,0.1,1,,OlavCh00
317,Cade Otton,25,TAM,TE,14,14,1,-4,0,0,0.0,-4,-4.0,-0.3,0.1,2,,OttoCa00
318,Dell Pettus,23,NWE,S,17,1,1,2,0,1,100.0,2,2.0,0.1,0.1,0,,PettDe00
319,Ja'Lynn Polk,22,NWE,WR,15,7,1,0,0,0,0.0,,0.0,0.0,0.1,0,,PolkJa00
320,Jalen Reeves-Maybin,29,DET,LB,10,0,1,1,0,0,0.0,1,1.0,0.1,0.1,0,,ReevJa00
321,Rashee Rice,24,KAN,WR,4,4,1,1,0,1,100.0,1,1.0,0.3,0.3,0,,RiceRa01
322,Drew Sample,28,CIN,TE,17,15,1,-4,0,0,0.0,,-4.0,-0.2,0.1,1,,SampDr00
323,Cody Schrader,25,LAR,RB,1,0,1,3,0,0,0.0,3,3.0,3.0,1.0,0,,SchrCo00
324,JK Scott,29,LAC,P,17,0,1,0,0,0,0.0,,0.0,0.0,0.1,1,,ScotJK00
325,Laviska Shenault Jr.,26,SEA,WR,11,1,1,1,0,0,0.0,1,1.0,0.1,0.1,2,,ShenLa00
326,Steven Sims,27,HOU,WR,7,0,1,0,0,0,0.0,,0.0,0.0,0.1,2,,SimsSt00
327,DeVonta Smith,26,PHI,WR,13,13,1,1,0,0,0.0,1,1.0,0.1,0.1,0,,SmitDe07
328,Tavierre Thomas,28,TAM,CB,17,0,1,-2,0,0,0.0,,-2.0,-0.1,0.1,0,,ThomTa01
329,Skylar Thompson,27,MIA,QB,3,1,1,4,0,0,0.0,4,4.0,1.3,0.3,2,,ThomSk00
330,Cedric Tillman,24,CLE,WR,11,6,1,-5,0,0,0.0,,-5.0,-0.5,0.1,1,,TillCe01
331,Marquez Valdes-Scantling,30,2TM,WR,14,8,1,4,0,0,0.0,4,4.0,0.3,0.1,0,,ValdMa00
331,Marquez Valdes-Scantling,30,BUF,WR,6,0,0,0,0,0,,,,0.0,0.0,0,,ValdMa00
331,Marquez Valdes-Scantling,30,NOR,WR,8,8,1,4,0,0,0.0,4,4.0,0.5,0.1,0,,ValdMa00
332,Michael Wilson,24,ARI,WR,16,13,1,7,0,0,0.0,7,7.0,0.4,0.1,1,,WilsMi02
333,Olamide Zaccheaus,27,WAS,WR,17,6,1,8,0,1,100.0,8,8.0,0.5,0.1,3,,ZaccOl01
334,Davante Adams,32,2TM,WR,14,14,0,0,0,0,,,,0.0,0.0,0,,AdamDa01
334,Davante Adams,32,LVR,WR,3,3,0,0,0,0,,,,0.0,0.0,0,,AdamDa01
334,Davante Adams,32,NYJ,WR,11,11,0,0,0,0,,,,0.0,0.0,0,,AdamDa01
335,Nate Adkins,25,DEN,TE,17,10,0,0,0,0,,,,0.0,0.0,0,,AdkiNa00
336,Nelson Agholor,31,BAL,WR,14,7,0,0,0,0,,,,0.0,0.0,0,,AghoNe00
337,Brandon Aiyuk,26,SFO,WR,7,7,0,0,0,0,,,,0.0,0.0,0,,AiyuBr00
338,Jordan Akins,32,CLE,TE,17,6,0,0,0,0,,,,0.0,0.0,1,,AkinJo00
339,Mo Alie-Cox,31,IND,TE,17,13,0,0,0,0,,,,0.0,0.0,0,,AlieMo00
340,Erick All,24,CIN,TE,9,6,0,0,0,0,,,,0.0,0.0,0,,AllxEr00
341,Davis Allen,23,LAR,TE,15,5,0,0,0,0,,,,0.0,0.0,0,,AlleDa02
342,Keenan Allen,32,CHI,WR,15,15,0,0,0,0,,,,0.0,0.0,1,,AlleKe00
343,Calvin Austin III,25,PIT,WR,17,8,0,0,0,0,,,,0.0,0.0,1,,AustCa00
344,Alex Bachman,28,LVR,WR,6,1,0,0,0,0,,,,0.0,0.0,0,,BachAl00
345,Javon Baker,22,NWE,WR,11,1,0,0,0,0,,,,0.0,0.0,0,,BakeJa00
346,AJ Barner,22,SEA,TE,17,6,0,0,0,0,,,,0.0,0.0,0,,BarnAJ00
347,Rashod Bateman,25,BAL,WR,17,14,0,0,0,0,,,,0.0,0.0,0,,BateRa00
348,Brenden Bates,25,CLE,TE,2,0,0,0,0,0,,,,0.0,0.0,0,,BateBr00
349,John Bates,27,WAS,TE,17,6,0,0,0,0,,,,0.0,0.0,1,,BateJo00
350,Andrew Beck,28,2TM,FB,4,0,0,0,0,0,,,,0.0,0.0,0,,BeckAn01
350,Andrew Beck,28,GNB,FB,3,0,0,0,0,0,,,,0.0,0.0,0,,BeckAn01
350,Andrew Beck,28,HOU,FB,1,0,0,0,0,0,,,,0.0,0.0,0,,BeckAn01
351,Odell Beckham Jr.,32,MIA,WR,9,0,0,0,0,0,,,,0.0,0.0,0,,BeckOd00
352,David Bell,24,CLE,WR,1,0,0,0,0,0,,,,0.0,0.0,0,,BellDa02
353,Jaheim Bell,23,NWE,TE,15,0,0,0,0,0,,,,0.0,0.0,0,,BellJa00
354,Ronnie Bell,24,SFO,WR,9,0,0,0,0,0,,,,0.0,0.0,0,,BellRo01
355,Daniel Bellinger,24,NYG,TE,17,8,0,0,0,0,,,,0.0,0.0,0,,BellDa00
356,Braxton Berrios,29,MIA,WR,6,0,0,0,0,0,,,,0.0,0.0,0,,BerrBr00
357,Chris Blair,27,ATL,WR,4,0,0,0,0,0,,,,0.0,0.0,0,,BlaiCh00
358,Jake Bobo,26,SEA,WR,17,3,0,0,0,0,,,,0.0,0.0,0,,BoboJa00
359,Kayshon Boutte,22,NWE,WR,15,13,0,0,0,0,,,,0.0,0.0,0,,BoutKa00
360,Jake Brendel,32,SFO,C,17,17,0,0,0,0,,,,0.0,0.0,1,,BrenJa01
361,Jalen Brooks,24,DAL,WR,14,1,0,0,0,0,,,,0.0,0.0,0,,BrooJa03
362,A.J. Brown,27,PHI,WR,13,13,0,0,0,0,,,,0.0,0.0,0,AP-2,BrowAJ00
363,Marquise Brown,27,KAN,WR,2,1,0,0,0,0,,,,0.0,0.0,0,,BrowMa04
364,Noah Brown,28,WAS,WR,11,9,0,0,0,0,,,,0.0,0.0,0,,BrowNo00
365,Pharaoh Brown,30,SEA,TE,15,7,0,0,0,0,,,,0.0,0.0,1,,BrowPh01
366,Harrison Bryant,26,LVR,TE,13,3,0,0,0,0,,,,0.0,0.0,0,,BryaHa00
367,Jermaine Burton,23,CIN,WR,14,1,0,0,0,0,,,,0.0,0.0,0,,BurtJe01
368,Grant Calcaterra,26,PHI,TE,17,13,0,0,0,0,,,,0.0,0.0,0,,CalcGr00
369,Mike Caliendo,27,KAN,OL,17,3,0,0,0,0,,,,0.0,0.0,0,,CaliMi00
370,Parris Campbell,27,PHI,WR,5,0,0,0,0,0,,,,0.0,0.0,0,,CampPa00
371,DeAndre Carter,31,CHI,WR,13,0,0,0,0,0,,,,0.0,0.0,1,,CartDe02
372,DJ Chark,28,LAC,WR,7,0,0,0,0,0,,,,0.0,0.0,0,,CharDJ00
